year,city,regionid,province,provincecode,envirct04,envirct06,envirct09,eect01,eect02,eect04,fict03,gdpct01,gdpct02,gdpct03,gdpct04,gdp_percapita,eicct01,averagetemperature,averagerelativehumidity,precipitation,sunshinehours,ccnl2s,e2s,egdp2s,hdmsp2s,hviirs2s,panda2s,viirs2s,vl2s,e2m,egdp2m,ccnl2m,hdmsp2m,hviirs2m,panda2m,viirs2m,vl2m
1992,铜陵市,340700,安徽省,340000,,,,63.546799,29.508801,571,,,,,,,,,,,,5174.2925,854846285.6,2652.7493,9848.8311,,962054.75,,,321616.3941,0.88692451,1.484557,8.5032787,,237.52713,,
1992,芜湖市,340200,安徽省,340000,,,,206.11571,62.751301,621,,,,,,,,,,,,7992.3047,2116343295,7166.3047,15576.619,,2156360.8,,,412268.0539,1.1888555,1.1345576,7.7986927,,263.4231,,
1992,宣城市,341800,安徽省,340000,,,,288.4151,38.442001,,,,,,,,,,,,,5272.562,1242439904,4139.1504,11106.568,,802340.81,,,109085.6984,0.33492959,0.36688659,5.5865188,,48.045265,,
1992,福州市,350100,福建省,350000,,,,544.71997,128.98,455,33309,150,26.4,41.900002,31.6,3029,,,,,,20897.152,4563239692,14466.034,39326.965,,-25083888,,,461933.4719,1.304984,1.5271332,9.08008,,-1577.5217,,
1992,龙岩市,350800,福建省,350000,,,,271.70001,38.650002,159,1169,46.82,28.200001,37.900002,33.799999,1712,,,,,,6358.9722,1878439040,5932.6973,13504.914,,1632620.3,,,104464.556,0.31036106,0.30075693,6.595118,,66.450394,,
1992,南平市,350700,福建省,350000,,,,288.64999,68.139999,174,2352,61.529999,32.599998,38.299999,29.1,2107,,,,,,5980.9121,1889260826,5584.6587,12320.568,,1063395.1,,,73930.12363,0.21170914,0.20139866,7.4147949,,30.815342,,
1992,宁德市,350900,福建省,350000,,,,297.89001,38.970001,223,1496,36.700001,42.299999,22.799999,34.900002,1251,,,,,,3476.0544,1173091963,3938.8545,6874.2432,,-23843528,,,98161.47291,0.31103691,0.22814849,6.7933884,,-1346.7091,,
1992,莆田市,350300,福建省,350000,,,,276.03,20.780001,730,10393,43.110001,35.099998,38.299999,26.6,1641,,,,,,7094.5947,1781288760,5862.1211,13646.42,,-6698796.5,,,533561.8042,1.589007,1.5707098,7.4620328,,-1276.3778,,
1992,泉州市,350500,福建省,350000,,,,598.67999,67.110001,551,29681,127.12,19.4,49.599998,31,2244,,,,,,24373.145,6833075829,23046.045,45412.168,,-1845464.6,,,700790.8019,2.1256123,1.9282545,8.6209335,,-125.63951,,
1992,三明市,350400,福建省,350000,,,,250.5,54.91,109,1209,75.75,35.5,46.099998,18.4,2993,,,,,,6991.0835,2044582143,6062.0923,14904.922,,1434854.1,,,92470.92266,0.26286462,0.2717596,7.7916417,,47.998226,,
1992,厦门市,350200,福建省,350000,,,,115.35,45.669998,761,56355,78.910004,8.3000002,42.400002,49.400002,6501,,,,,,13652.559,2744687398,8604.3633,23746.129,,-6034268.5,,,2093370.162,6.2052102,6.9991446,14.410671,,-2661.9839,,
1992,漳州市,350600,福建省,350000,,,,423.32999,62.57,336,10596,77.18,35.599998,32.400002,32,1838,,,,,,14408.417,3252480301,10805.561,28996.871,,-37384868,,,301785.7831,0.89378828,0.96204203,6.9052224,,-2148.0815,,
1992,白银市,620400,甘肃省,620000,,,,39.2379,15.465,71,,21.4347,,,,1444,1230,,,,,8849.8066,1713957972,4791.9189,16876.051,,1169425.3,,,89017.22887,0.23797195,0.35274383,9.2852001,,40.112247,,
1992,定西市,621100,甘肃省,620000,,,,263.86349,18.552799,,,13.5576,,,,517,,,,,,2328.6462,1294980289,3800.9768,4981.9766,,420678.19,,,67569.24891,0.1932855,0.096853286,6.5978904,,15.05689,,
1992,嘉峪关市,620200,甘肃省,620000,,,,300.40921,36.589901,84,,5.4324002,,,,5063,1273,,,,,2081.0991,546341702.3,1781.1782,4225,,431079.31,,,474405.1394,1.4532182,1.3038795,16.18774,,232.42168,,
1992,金昌市,620300,甘肃省,620000,,,,149.8233,28.085699,41,,18.1299,,,,4661,3296,,,,,2827.2913,850753949.4,2444.9712,5828,,608503,,,113434.3937,0.32018906,0.29003143,14.829516,,53.716606,,
1992,酒泉市,620900,甘肃省,620000,,,,223.81531,20.559099,89,,21.9077,,,,2608,,,,,,5106.8057,7388440757,19164.877,10998.745,,-117931.05,,,44150.6553,0.11416266,0.023210902,10.785322,,-0.4612639,,
1992,兰州市,620100,甘肃省,620000,,,,258.38239,132.19591,187,,84.761101,,,,3302,13996,,,,,20199.209,3757213476,11122.746,37905.738,,3778697.5,,,317342.4148,0.84103721,1.230054,11.458564,,198.01527,,
1992,陇南市,621200,甘肃省,620000,,,,172.1805,19.9489,,,15.0042,,,,615,,,,,,1426.5172,1407298857,3955.6299,3200.9883,,436742.5,,,50957.05804,0.14149684,0.042502388,5.2112389,,11.198017,,
1992,平凉市,620800,甘肃省,620000,,,,116.666,14.9879,205,,13.8607,,,,708,,,,,,2855.1821,908192151.2,2929.4954,5943.7764,,830922.38,,,87545.42808,0.26282781,0.20904359,6.4109459,,52.35128,,
1992,庆阳市,621000,甘肃省,620000,,,,84.989304,25.7617,,,21.294001,,,,958,,,,,,3112.249,1833344792,5981.2192,6271.0708,,744587.25,,,70222.89011,0.22021839,0.092507444,6.8727756,,19.045715,,
1992,天水市,620500,甘肃省,620000,,,,10.9326,8.6162996,210,,26.6954,,,,895,2280,,,,,4800.5547,1334930129,3862.4236,9898.8623,,852311.44,,,97326.54507,0.26990578,0.27596444,7.1430473,,42.164879,,
1992,武威市,620600,甘肃省,620000,,,,245.09599,17.5289,176,,13.4426,,,,786,,,,,,3656.8965,1684585374,4653.2056,7651.6392,,486695.94,,,52974.90546,0.14338821,0.088577077,6.7086182,,10.144851,,
1992,张掖市,620700,甘肃省,620000,,,,196.83569,20.516701,103,,15.9399,,,,1374,,,,,,2438.7205,1937661820,5240.623,5442.2041,,479646.34,,,50710.42956,0.13605377,0.049230512,7.7282076,,8.3325253,,
1992,潮州市,445100,广东省,440000,,,,223.28,50.490002,725,3880,13.7901,,,,,152900,,,,,8106.7002,1850126177,5721.8418,14933.996,,-4245173.5,,,701314.792,1.8832003,2.266706,8.7060776,,-1021.4768,,
1992,东莞市,441900,广东省,440000,,,,136.06,32.709999,552,33219,84.540802,,,,,118600,,,,,49255.648,12375266093,34563.574,85064.016,,10266785,,,5093573.425,14.226127,18.350376,27.27837,,3292.2708,,
1992,佛山市,440600,广东省,440000,,,,291.14999,105.74,763,29236,62.776402,,,,,445000,,,,,53238.422,12964102112,36130.695,91619.875,,9975981,,,3547734.097,9.4697876,12.84322,21.922518,,2071.1245,,
1992,广州市,440100,广东省,440000,,,,612.20001,355.84,824,72880,393.521,,,,,1881400,,,,,69637.461,15978846987,45448.652,119514.8,,4849736.5,,,2450128.881,6.3326144,8.6034689,17.152184,,515.60352,,
1992,河源市,441600,广东省,440000,,,,283.29001,44.77,179,1601,9.0528002,,,,,71900,,,,,5246.4253,1592154928,4951.7031,10333.902,,1088777.3,,,107324.0298,0.31494427,0.30472085,7.4776888,,54.419872,,
1992,惠州市,441300,广东省,440000,,,,239.33,65.360001,214,22091,22.437799,,,,,423800,,,,,31452.633,6749024114,20367.35,58691.977,,-2321291.3,,,677389.6268,1.8263508,2.5061138,9.9738197,,-159.16179,,
1992,江门市,440700,广东省,440000,,,,360.48001,102.17,383,18076,29.5777,,,,,302600,,,,,26638.578,4980277497,14875.79,50357.023,,-12307777,,,629410.6904,1.627287,2.5304129,9.1594992,,-1006.0847,,
1992,揭阳市,445200,广东省,440000,,,,456.48999,64.129997,871,13757,11.2191,,,,,108400,,,,,11256.344,2614452828,8494.0264,21863.275,,1531406.9,,,572378.6479,1.6266545,1.9417269,7.3287129,,227.31963,,
1992,茂名市,440900,广东省,440000,,,,542.87,73.769997,474,4029,27.545799,,,,,346300,,,,,12169.005,2025452303,6095.5972,23794.471,,-2044922.8,,,196063.8961,0.54042155,0.98104185,7.2192822,,-141.86916,,
1992,梅州市,441400,广东省,440000,,,,443.09,68.32,280,4353,8.6519003,,,,,192600,,,,,10092.891,1787770802,5552.6909,21292.385,,1964612,,,123592.6981,0.34855589,0.57785153,6.2767715,,96.795761,,
1992,清远市,441800,广东省,440000,,,,347.76001,57.889999,183,5700,12.9703,,,,,433600,,,,,10210.986,2866346217,9395.8789,20281.855,,2343133.8,,,164955.1582,0.49158987,0.48684585,7.114502,,96.137444,,
1992,汕头市,440500,广东省,440000,,,,381.94,103,1850,30664,44.8158,,,,,409500,,,,,17595.227,3704075728,11106.259,32029.572,,-3744953.3,,,1961586.713,5.5006466,6.8521423,13.14039,,-1255.219,,
1992,汕尾市,441500,广东省,440000,,,,234.97,51.669998,446,4845,7.5421,,,,,145900,,,,,9391.2324,1179005083,3805.4272,18275.996,,-17857968,,,293190.4628,0.82435519,1.6133952,7.3660569,,-2640.0586,,
1992,韶关市,440200,广东省,440000,,,,287.26999,91.830002,154,5545,31.884701,,,,,162100,,,,,13328.633,2158517311,6183.1958,26157.709,,2257147.3,,,125674.4778,0.33447134,0.6543557,8.617115,,95.361885,,
1992,深圳市,440300,广东省,440000,,,,80.220001,57.389999,397,71539,284.96301,,,,,1491800,,,,,55306.25,10689253513,28924.658,91848.484,,-1414184.1,,,6161175.848,16.315228,23.79237,35.222267,,-523.4389,,
1992,阳江市,441700,广东省,440000,,,,231.99001,47.919998,297,3550,13.0489,,,,,1084300,,,,,6526.894,1504415888,4782.5117,13035.333,,-10728282,,,218515.8855,0.62675983,0.74586958,7.1669965,,-1055.026,,
1992,云浮市,445300,广东省,440000,,,,,,,,20.9685,,,,,,,,,,5883.6831,1110328762,3489.9822,11623.321,,1304041.1,,,158576.1076,0.44614363,0.69327074,7.4583092,,132.23271,,
1992,湛江市,440800,广东省,440000,,,,567.81,112.86,455,6642,46.9585,,,,,112400,,,,,18437.926,2863318803,8657.0957,36433.598,,-48959000,,,285974.5803,0.72855806,1.2679536,7.0752172,,-2897.2747,,
1992,肇庆市,441200,广东省,440000,,,,568.75,96.790001,255,16471,22.163,,,,,266200,,,,,13344.079,2877568458,8970.293,26295.109,,2858901.5,,,215536.676,0.59948635,0.81756961,7.6500492,,150.73219,,
1992,中山市,442000,广东省,440000,,,,119.25,30.99,709,20088,71.379204,,,,,188800,,,,,25595.254,6470373564,18439.514,44522.297,,1176657.3,,,3738642.666,10.654621,12.957564,19.395651,,512.59961,,
1992,珠海市,440400,广东省,440000,,,,54.970001,27.17,434,32704,81.476196,,,,,527300,,,,,19328,2880541159,8358.6064,33189.219,,-18568608,,,2430040.28,6.8259311,9.1178589,16.33041,,-7537.5928,,
1992,安顺市,520400,贵州省,520000,,,,354,47.610001,400,,36.390499,,,,1033,,,,,,3028.7476,859101438.7,2778.5132,6450.6548,,540170.75,,,95580.19872,0.29914856,0.29308048,6.2600546,,44.982185,,
1992,毕节市,520500,贵州省,520000,,,,608.31,36.23,,,35.540501,,,,553,,,,,,1948.1238,1464535252,4174.8311,4199.9214,,755381.88,,,54789.66451,0.15491088,0.064367674,6.5263467,,21.477982,,
1992,贵阳市,520100,贵州省,520000,,,,158.60001,106.45,659,,62.171902,,,,3913,,,,,,12429.564,2599022537,8024.3096,25029.223,,2536407.8,,,349048.2079,0.99344027,1.373041,8.3692875,,241.11787,,
1992,六盘水市,520200,贵州省,520000,,,,250.3,38.82,252,,24.524799,,,,984,,,,,,9652.1699,1268915000,3792.979,19034.23,,1550182.9,,,137785.1741,0.38125607,0.87100375,8.2382765,,120.37458,,
1992,铜仁市,520600,贵州省,520000,,,,332.31,26.459999,,,20.621,,,,622,,,,,,890.99182,1038372972,3190.2119,2006.8235,,257324.02,,,58009.42176,0.17643543,0.043518942,5.2723002,,10.816205,,
1992,遵义市,520300,贵州省,520000,,,,627.57001,68.629997,1278,,73.3218,,,,1173,,,,,,5526.4277,2026506782,6282.4946,12138.973,,1033069.1,,,67096.33036,0.20345952,0.15776862,6.5914378,,25.378815,,
1992,儋州市,460400,海南省,460000,,,,,,,,,,,,,,,,,,1765.6072,380000916.6,1420.0543,3946.8235,,-12242099,,,157211.6556,0.4474729,0.46412146,6.1846852,,-2769.0964,,
1992,海口市,460100,海南省,460000,,,,40.580002,31.610001,1861,,37.902302,,,,9178,549343,,,,,9071.9668,1451608525,4336.6123,16767.74,,-9877035,,,783411.0916,1.965924,3.4086645,12.656097,,-3193.3269,,
1992,三亚市,460200,海南省,460000,,,,38.02,11.92,201,,7.9910002,,,,2129,78277,,,,,3477.9226,773329312.7,2918.855,6416.3335,,-21883586,,,514711.8427,1.6428936,1.3291901,8.9697113,,-7197.6567,,
1992,保定市,130600,河北省,130000,,,,171.14999,55.259998,943,,46.779999,,,,2852,,,,,,44037.801,5728717634,18205.164,83210.055,,10402366,,,318691.8735,0.81908572,1.5392625,6.9645624,,312.89096,,
1992,沧州市,130900,河北省,130000,,,,135.07001,31.15,501,,24.23,,,,1806,,,,,,53141.387,4837799371,15129.16,98475.82,,-2567202,,,444104.9905,1.0765667,2.9084301,6.3300056,,-120.91167,,
1992,承德市,130800,河北省,130000,,,,84.830002,28.559999,190,,20,,,,2360,,,,,,7698.1499,2932046730,9036.123,15782.082,,1712379.8,,,77873.96568,0.22883672,0.146346,9.0847197,,28.014338,,
1992,邯郸市,130400,河北省,130000,,,,215.09,91.550003,771,,69.959999,,,,3269,,,,,,57147.73,7161117220,20722.668,101022.82,,10454180,,,775657.9156,1.7164395,3.802413,8.816947,,598.59692,,
1992,衡水市,131100,河北省,130000,,,,34.619999,,587,,58.299999,,,,1495,,,,,,23745.113,2017960132,6495.1938,46112.883,,4102782.8,,,335082.285,0.73401779,2.1212938,5.5678282,,315.41827,,
1992,廊坊市,131000,河北省,130000,,,,347.57999,40.400002,541,,81.860001,,,,2373,,,,,,34654.887,5028743750,15938.832,64479.793,,8240040.5,,,875438.2252,2.482666,4.1792331,7.4619026,,855.16388,,
1992,秦皇岛市,130300,河北省,130000,,,,252.21001,52.389999,335,,68.919998,,,,2746,,,,,,20375.873,2836481776,8494.8887,37503.902,,-541326.31,,,456520.7819,1.1037972,1.9812719,10.0651,,-45.29612,,
1992,石家庄市,130100,河北省,130000,,,,290.01001,121.55,891,,113.79,,,,3947,,,,,,54091.93,6931464791,20507.77,98823.602,,10033877,,,546271.1032,1.4553281,3.019501,8.0136137,,481.99213,,
1992,唐山市,130200,河北省,130000,,,,667.89001,152.16,496,,189.19,,,,2844,,,,,,55658.52,8255119741,26183.203,107683.13,,-9374156,,,897234.814,1.9411916,3.0273681,8.705905,,-438.77625,,
1992,邢台市,130500,河北省,130000,,,,86.919998,33.810001,412,,23.969999,,,,2793,,,,,,33577.633,3738118952,11881.073,63128.164,,7595698,,,406736.1497,0.95403618,2.1472569,6.2801619,,417.99786,,
1992,张家口市,130700,河北省,130000,,,,103.56,59.310001,349,,39.869999,,,,3894,,,,,,17243.682,4315515886,13341.972,35167.289,,4856868,,,126862.0436,0.36256447,0.3543534,9.3119888,,85.890221,,
1992,安阳市,410500,河南省,410000,,,,492,70,659,251,79.019997,23.4,52.599998,24,1614,,,,,,24495.25,3078071562,9587.6768,44827.141,,4110938.8,,,589891.7917,1.3029935,2.6972535,7.5068059,,389.51953,,
1992,鹤壁市,410600,河南省,410000,,,,126,29,571,232,19.92,32,49,19,1589,,,,,,7431.79,830786023.2,2781.8374,14196.302,,1326429.6,,,537811.5821,1.2965975,2.8122857,7.4003916,,431.94864,,
1992,焦作市,410800,河南省,410000,,,,360,81,593,,86.040001,24.1,49.900002,26,2406,,,,,,24741.125,2549489194,7260.5815,44395.527,,3853211.5,,,670684.2654,1.7862587,4.9790401,8.4931688,,667.27625,,
1992,开封市,410200,河南省,410000,,,,436,73,667,48,54,34.900002,37.900002,27.200001,1247,,,,,,10629.009,1674869071,5708.8789,19824.689,,2089197,,,428530.1889,0.91189981,1.3974816,8.0442371,,236.37518,,
1992,洛阳市,410300,河南省,410000,,,,584,114,380,311,104.29,10.5,62.400002,27.1,1793,,,,,,24696.742,3974664570,12258.875,46113.797,,4588652.5,,,290903.4059,0.80465853,1.3392386,7.1063275,,214.13644,,
1992,漯河市,411100,河南省,410000,,,,226,29,859,129,30.290001,42.5,36.299999,21.200001,1358,,,,,,5985.7471,992401580,3243.0574,11015.286,,1485651.9,,,491399.5275,1.2017293,1.8462126,7.1970062,,394.32806,,
1992,南阳市,411300,河南省,410000,,,,1004,97,2317,731,115.52,36.900002,36.700001,26.4,1154,,,,,,17702.496,3477255637,11039.492,35244.875,,3664375,,,151652.7076,0.41494301,0.5577336,7.082962,,99.351158,,
1992,平顶山市,410400,河南省,410000,,,,526,81,594,277,87.010002,24.799999,52.700001,22.5,1663,,,,,,22725.924,2901460066,8626.5273,42866.445,,3276916.8,,,437950.7923,1.0887675,2.3836079,7.5310717,,295.77585,,
1992,濮阳市,410900,河南省,410000,,,,320,42,751,280,55.869999,29.799999,50.900002,19.299999,1759,,,,,,19431.232,1955332186,5819.3999,34586.633,,3160315,,,687464.4382,1.3656665,3.6977899,8.9100904,,517.58765,,
1992,三门峡市,411200,河南省,410000,,,,203,40,189,47,36,22.5,48.299999,29.200001,1787,,,,,,11563.89,1531455194,4550.8267,22144.584,,2436225.8,,,169630.5487,0.4573147,0.95926589,6.5644245,,173.90813,,
1992,商丘市,411400,河南省,410000,,,,737,58,3043,3233,66.040001,55.900002,22.9,21.200001,902,,,,,,8142.0913,2027851581,7096.2251,16317.898,,2053689.5,,,240548.5439,0.66129315,0.62690455,6.8925109,,136.06969,,
1992,新乡市,410700,河南省,410000,,,,502,87,610,363,81.910004,29.4,46.599998,24,1642,,,,,,27387.313,3552878749,11047.927,49469.77,,4911925,,,595186.5779,1.3330526,2.6980269,7.4667239,,416.42841,,
1992,信阳市,411500,河南省,410000,,,,720,80,1234,82,54.610001,48.299999,24.200001,27.5,763,,,,,,7410.2671,2009845841,6189.3887,15288.941,,1776062.5,,,113217.6445,0.32633001,0.33103028,7.5410256,,68.276413,,
1992,许昌市,411000,河南省,410000,,,,341,42,834,210,57.110001,31.700001,43.900002,24.4,1685,,,,,,12734.172,1814370979,5977.8457,24570.945,,2694080.5,,,469422.4046,1.1959782,2.110137,6.2272744,,384.18488,,
1992,郑州市,410100,河南省,410000,,,,572,153,747,2081,146.75,10.4,60.099998,29.5,2591,,,,,,41934.512,7161308562,22770.355,74351.695,,6937268.5,,,1114376.098,3.0227897,4.5807314,8.6490364,,652.13135,,
1992,周口市,411600,河南省,410000,,,,956,73,1884,421,82.5,47.400002,30.5,22.1,867,,,,,,9283.9355,1795013073,6195.9478,19660.801,,2146244.3,,,193193.1727,0.51635194,0.64349192,6.5830474,,128.02023,,
1992,驻马店市,411700,河南省,410000,,,,761,56,1284,1995,61.57,44.700001,26.9,28.4,812,,,,,,7127.0039,1885596192,6298.9053,14598.858,,1754852.3,,,140909.7455,0.41643637,0.39550528,6.5538921,,83.800407,,
1992,大庆市,230600,黑龙江省,230000,,,,96.927299,68.881897,190,,197.57001,1.9,91.900002,6.0999999,,,,,,,43564.734,7957535099,22901.15,81665.352,,9798952,,,411139.3027,1.0806907,1.4189701,14.836747,,274.6557,,
1992,哈尔滨市,230100,黑龙江省,230000,,,,527.97223,308.98981,287,,169.25999,11.9,44.299999,43.799999,,,,,,,63282.691,9624260070,29216.855,120011.68,,13829163,,,218019.374,0.55064261,0.8338663,9.8073015,,156.81416,,
1992,鹤岗市,230400,黑龙江省,230000,,,,107.8151,71.498199,74,,20.620001,20.799999,53.700001,25.6,,,,,,,12357.163,1818717066,5358.9033,26022.318,,-2246930,,,137973.3896,0.36437666,0.56610852,9.3938866,,-88.580101,,
1992,黑河市,231100,黑龙江省,230000,,,,159.63631,62.923199,11,,30.540001,44.200001,22.299999,33.5,,,,,,,12131.656,3798405280,11290.447,26540.211,,-1011406.6,,,61364.87328,0.16898778,0.11848307,8.3510561,,-8.5005331,,
1992,鸡西市,230300,黑龙江省,230000,,,,116.2066,78.334297,215,,25.93,10.6,60.5,29,,,,,,,19364.09,2379357230,6770.0396,38027.535,,74475.211,,,113699.2607,0.30090034,0.60184628,9.0731678,,1.9919252,,
1992,佳木斯市,230800,黑龙江省,230000,,,,235.5751,94.0653,63,,44.07,29.9,35.400002,34.799999,,,,,,,22199.359,3485741060,10858.775,45203.133,,-1705567.9,,,117741.8363,0.333709,0.46320409,9.065134,,-30.824514,,
1992,牡丹江市,231000,黑龙江省,230000,,,,325.59851,160.34489,58,,76.559998,23.6,46.700001,29.700001,,,,,,,19812.111,3632734494,10656.726,40566.883,,2343614.8,,,100328.5009,0.2744602,0.36331186,9.4245405,,36.984077,,
1992,七台河市,230900,黑龙江省,230000,,,,81.573898,33.717999,131,,14.5,17.200001,61.200001,21.6,,,,,,,8077.0649,1272508339,3828.3652,15089.494,,1705922.9,,,255511.6905,0.69876432,1.0262339,11.025875,,186.51976,,
1992,齐齐哈尔市,230200,黑龙江省,230000,,,,592.37799,195.218,114,,99.410004,38.400002,32.5,29.1,,,,,,,26029.002,4597733589,13507.993,54025.684,,5470011,,,121656.6015,0.31992561,0.41486877,9.6338692,,75.027084,,
1992,双鸭山市,230500,黑龙江省,230000,,,,133.1786,68.740303,85,,23.93,23.1,49.700001,27.200001,,,,,,,15235.798,2427333955,7369.7725,32770.488,,1744177.6,,,114865.8109,0.32201409,0.45639476,7.3559613,,44.960846,,
1992,绥化市,231200,黑龙江省,230000,,,,602.45648,134.6124,285,,79.330002,57.5,19.1,23.4,,,,,,,22009.217,3299442188,10716.609,46237.289,,4591010.5,,,121581.6638,0.30732477,0.43128875,8.50459,,77.419182,,
1992,伊春市,230700,黑龙江省,230000,,,,132.41029,109.2072,35,,27.030001,12.6,51.5,35.900002,,,,,,,10814.881,2492010265,7341.1431,21672.77,,-872988.88,,,79085.46406,0.22376135,0.22135088,10.722203,,-15.375964,,
1992,鄂州市,420700,湖北省,420000,,,,95,23.17,632,,21.200001,,,,1806,46400,,,,,5504.4458,723909384.6,2175.1304,10754.185,,845424.19,,,526234.9141,1.3661431,2.9840229,8.3680449,,394.35922,,
1992,黄冈市,421100,湖北省,420000,,,,673.34998,77.970001,,,75.519997,,,,2339,131600,,,,,7337.8052,1957946264,6059.9946,15141.862,,1744710.9,,,119696.8568,0.34649348,0.36066595,7.3715105,,73.800041,,
1992,黄石市,420200,湖北省,420000,,,,134.74001,57.389999,728,,35.630001,,,,3515,130000,,,,,8599.9385,1079446068,3260.0896,16628.459,,1163432.1,,,265618.3934,0.71177644,1.6271979,8.6580563,,189.43202,,
1992,荆门市,420800,湖北省,420000,,,,105.73,23.34,240,,26.709999,,,,2067,73900,,,,,6591.4082,1133069953,3378.5854,13550.796,,1016331.4,,,99782.03019,0.27282783,0.45589224,7.2748675,,60.493179,,
1992,荆州市,421000,湖北省,420000,,,,1124.05,205.14999,,,177.02,,,,1176,303500,,,,,9436.834,1786481811,5357.3237,19491.514,,1711969.4,,,136273.1194,0.37906528,0.57828659,8.1345968,,90.281662,,
1992,十堰市,420300,湖北省,420000,,,,40.689999,29.33,342,,40.299999,,,,2446,46500,,,,,7040.5122,1941260922,5472.1865,13141.035,,1234502.1,,,83733.01312,0.23024711,0.24996059,10.624321,,37.71603,,
1992,随州市,421300,湖北省,420000,,,,,,,,,,,,,,,,,,2398.4043,780491582.7,2286.9573,5033.8667,,443391.72,,,84051.13442,0.23722754,0.21137019,6.8907475,,33.627415,,
1992,武汉市,420100,湖北省,420000,,,,684.46002,385.67001,808,,240.08,,,,1831,682800,,,,,39069.375,7781615880,23935.266,68726.445,,7000883,,,1026063.313,2.7826221,3.9085484,12.023653,,602.69818,,
1992,咸宁市,421200,湖北省,420000,,,,336.20001,68.940002,319,,40.220001,,,,1342,72700,,,,,3379.8123,992286832.8,3126.8562,6990.4824,,731951.31,,,108001.9115,0.31998491,0.30064899,7.911962,,56.031647,,
1992,襄阳市,420600,湖北省,420000,,,,675.19,143.78,253,,121.24,,,,1949,200300,,,,,13628.653,2489251059,7384.7031,26929.689,,2298745,,,139527.5321,0.37339151,0.58480304,8.1175661,,84.884781,,
1992,孝感市,420900,湖北省,420000,,,,554.22998,76.449997,606,,76.339996,,,,1087,141200,,,,,9093.2969,1364427524,4256.9102,17976.361,,1504662.8,,,171038.5527,0.47627684,0.87098813,7.4459491,,124.02621,,
